blockNumber,timeStamp,hash,nonce,blockHash,transactionIndex,from,to,value,gas,gasPrice,isError,txreceipt_status,contractAddress,gasUsed,tx_type,weiSpentOnGas
13127304,1630332178,0x4c169f576e6a4144ad50f214b3dde5eaaca6c5743ec7f31b041be62e2efb350e,357,0x188ceda31e7ae78fd247769021d80cf11756be60026a5d305e5b426e05286c38,26,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x29d23b73dd0ed729f516bb55622765af102f0e33,0,1316202,68332838915,0,1,,783921,transaction,5.36E+16
13127329,1630332479,0x72f533fa6f524ec0fb772f33503435d43b9d1afdcae6b1f011e01c8636efadb9,358,0xb8e3b2d556014189a88f6a3c805e7a6142687ea802996da980a7b831b5a77ee4,40,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0xb71252d990483079ccf76a85b623059b5e33d3db,0,885585,82484388132,0,1,,493569,transaction,4.07E+16
13127329,1630332479,0x826ab6b0664e47e5bb136437ebfd5919f2aba85f20edb0fb6e96dca00175c009,359,0xb8e3b2d556014189a88f6a3c805e7a6142687ea802996da980a7b831b5a77ee4,41,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x9a5afc29186b5d27f12f8ce6fe9e6bd2cbb2bcdc,0,1267443,82484388132,0,1,,723043,transaction,5.96E+16
13127329,1630332479,0xa84ee285757c15e0e490a4cb440e87bfa4326564d74921302330397ff09c6423,360,0xb8e3b2d556014189a88f6a3c805e7a6142687ea802996da980a7b831b5a77ee4,42,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x95730d3e374b5e1f5b550af059af86d23fea79e3,0,1138872,82484388132,0,1,,635868,transaction,5.24E+16
13129670,1630363639,0x0c8d6ad1c153e363e55bfd67ead1c520a40047c1ae51a0b3cc67566fbe0d96a8,361,0x82d9137362cc3deafe13f73baa57fac3252fd2a3f875b8851ce1875ed51e3545,72,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x16388463d60ffe0661cf7f1f31a7d658ac790ff7,0,2000000,80000000000,0,1,,133591,transaction,1.07E+16
13130887,1630380285,0x33c7fa9c9010b47d5f0c98a903df43e16c7d720a5755abf18812a3382c13db74,362,0x6d3b36305b1f3f8d0772c9df360aa524294568ef2baf642f855dcc0fd51a4c16,136,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0xe537b5cc158eb71037d4125bdd7538421981e6aa,0,74071,80894362163,0,1,,49026,transaction,3.96593E+15
13135806,1630446124,0xc2649c859da1bac1de051392ef5660870c81cff145cb9d9de932c8cc19a06c6e,363,0xb896c6f016d1de938366b1177001b8b61a4a72d80fe20dcbb4b4b3cd70f2af4e,46,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0xe14d13d8b3b85af791b2aadd661cdbd5e6097db1,0,57153,90000000000,0,1,,33113,transaction,2.98017E+15
13135808,1630446129,0x7900e1fd287248306492d593fe083ead07429907f86edf124472da6ec545d5a9,364,0x97b60a360f992ce2ccca426839b72053f65fbeb3d566e656202964b689603f22,225,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x8ef63b525fcef7f8662d98f77f5c9a86ae7dfe09,1E+17,21000,85000000000,0,1,,21000,transaction,1.785E+15
13136043,1630449204,0x10e7f0b588c1611996a7d46215b594be97537308f80163dbb591d6716187a023,365,0xb7517b6802fe164445932c628ad6a1e914b953e668e9afb71ef9935a83eb1393,179,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x16388463d60ffe0661cf7f1f31a7d658ac790ff7,0,1000000,85000000000,0,1,,102011,transaction,8.67094E+15
13137202,1630464435,0x1d97cc4baf049cbf83a6934abdda150e00a9c985d3ef9c043ef94c96e03f0e27,366,0xceed466b7973fafbd6b2c138f324e21ae036ac49e014351957f7fdf61085942c,303,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x16388463d60ffe0661cf7f1f31a7d658ac790ff7,0,500000,96828964219,0,1,,91790,transaction,8.88793E+15
13137225,1630464740,0x9997f86ad01d4cd474cde2a89a64ebdedeb27dd309182c20b8135c722df64bcf,367,0x4ea228f0aa574904fe56e07d53109993130df491da48dc775d89bc7a6c99e697,263,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x9a5afc29186b5d27f12f8ce6fe9e6bd2cbb2bcdc,0,884514,83010469088,0,1,,548566,transaction,4.55E+16
13137229,1630464794,0xfbcd798878e6504dbcfc66fe4ac987e37d68b48967e67159e32f7e98c801ab80,368,0x5f2e8d77d888f74c5253da328da205cf9f3303849d6142cd190246f96d62a71b,169,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0xb71252d990483079ccf76a85b623059b5e33d3db,0,524686,87913500222,0,1,,312429,transaction,2.75E+16
13137235,1630464859,0x8c3401023810950a0014d146390cbd4a30c8644d4442297cad8f624cc44a7c2f,369,0x6c098e8d578391b9ba5e046b8589931a35df06f4a3cadb389722834f1d816dc0,253,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x95730d3e374b5e1f5b550af059af86d23fea79e3,0,446038,76545474408,0,1,,260816,transaction,2.00E+16
13139997,1630501914,0x89186fd9ec60df7f94b01b55b49c273512679193261dbb8633f4057705235ccc,370,0x1d2a5c2722cecef866fab220368f9fa8d9f335773a82ffeb7f446856d1739511,169,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x95730d3e374b5e1f5b550af059af86d23fea79e3,0,441771,87451055741,0,1,,262816,transaction,2.30E+16
13139997,1630501914,0x6a57936a8b8232df5e36aabb5226b9e9104de19f22c2f92ee9c084634846b286,371,0x1d2a5c2722cecef866fab220368f9fa8d9f335773a82ffeb7f446856d1739511,170,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0xa2a182c5b5ea1a3c90cb5bb718f9e62dbe052927,0,424245,87451055741,0,1,,255330,transaction,2.23E+16
13141646,1630524675,0x736fb95da476c78edddc91770565c8fd606b5442b7ccadc19fbc0ed646fad8b5,372,0x79b3f0b17565a3259e5ee2b66dbdbe3f638d610024c8955280e0dc0a38b68798,308,0xBedf3Cf16ba1FcE6c3B751903Cf77E51d51E05b8,0x16388463d60ffe0661cf7f1f31a7d658ac790ff7,0,2000000,1.05355E+11,0,1,,344444,transaction,3.63E+16
,,,,,,,,,,,,,,,,3.81E+18
13039891,1629165118,0x61c1dafba60bf558e43f1d92f6111a0e5d09e0345cdc81d10c4a378fc56361d6,621,0x5332c69e8998fd2007e44dda83e5a2fbae390ff67bb303bcf7a415e7226bb028,275,0x986176Df2e9dC6225DfB498D1869ABA04893dcE1,0x92be6adb6a12da0ca607f9d87db2f9978cd6ec3e,5E+16,208562,47300000000,0,1,,151682,transaction,7.17456E+15
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
